# Snapshot of LLE THROUGH-PORT spectrum
# timestamp=20260713_112956, j=554300, DV=11.747159090895252, P_in_W=0.00943581514737261, kappa_ex=1516139.3812852972
# columns: mu, f_Hz, f_THz, lambda_m, lambda_nm, P_through_dBm, P_through_W
5.200000000000000000e+01,1.948712615582743125e+14,1.948712615582743126e+02,1.538412876289355004e-06,1.538412876289354926e+03,-5.037921234565069284e+01,9.163866747110447927e-09
5.300000000000000000e+01,1.949064615582743125e+14,1.949064615582743158e+02,1.538135039768120907e-06,1.538135039768120805e+03,-5.203697566455858237e+01,6.256082015137425462e-09
5.400000000000000000e+01,1.949416615582743125e+14,1.949416615582743191e+02,1.537857303583012928e-06,1.537857303583012936e+03,-4.364605528541158463e+01,4.319112054338465678e-08
5.500000000000000000e+01,1.949768615582743125e+14,1.949768615582743223e+02,1.537579667679688186e-06,1.537579667679688100e+03,-4.996333839542442945e+01,1.008477377587751877e-08
5.600000000000000000e+01,1.950120615582743125e+14,1.950120615582742971e+02,1.537302132003844245e-06,1.537302132003844235e+03,-4.355853871277172829e+01,4.407031236253110439e-08
5.700000000000000000e+01,1.950472615582743125e+14,1.950472615582743003e+02,1.537024696501216576e-06,1.537024696501216567e+03,-6.685034837543396691e+01,2.065214485077911954e-10
5.800000000000000000e+01,1.950824615582743125e+14,1.950824615582743036e+02,1.536747361117581093e-06,1.536747361117581022e+03,-5.704335025506921397e+01,1.975445144917438711e-09
5.900000000000000000e+01,1.951176615582743125e+14,1.951176615582743068e+02,1.536470125798751828e-06,1.536470125798751724e+03,-4.677821391389133510e+01,2.099803274368186231e-08
6.000000000000000000e+01,1.951528615582743125e+14,1.951528615582743100e+02,1.536192990490582200e-06,1.536192990490582133e+03,-5.459573475391195529e+01,3.470775511807065320e-09
6.100000000000000000e+01,1.951880615582743125e+14,1.951880615582743133e+02,1.535915955138965015e-06,1.535915955138965046e+03,-4.714146796812425322e+01,1.931315398601908766e-08
6.200000000000000000e+01,1.952232615582743125e+14,1.952232615582743165e+02,1.535639019689831831e-06,1.535639019689831912e+03,-6.102613902882781360e+01,7.895617430310421656e-10
6.300000000000000000e+01,1.952584615582743125e+14,1.952584615582743197e+02,1.535362184089153169e-06,1.535362184089153061e+03,-5.893743380381495456e+01,1.277193264712520180e-09
6.400000000000000000e+01,1.952936615582743125e+14,1.952936615582742945e+02,1.535085448282938513e-06,1.535085448282938614e+03,-5.134168151473907926e+01,7.342295318660591108e-09
6.500000000000000000e+01,1.953288615582743125e+14,1.953288615582742977e+02,1.534808812217236312e-06,1.534808812217236209e+03,-5.367386158104859817e+01,4.291546690886956894e-09
6.600000000000000000e+01,1.953640615582743125e+14,1.953640615582743010e+02,1.534532275838133977e-06,1.534532275838133955e+03,-5.212239400537582412e+01,6.134237681635768386e-09
6.700000000000000000e+01,1.953992615582743125e+14,1.953992615582743042e+02,1.534255839091757672e-06,1.534255839091757707e+03,-5.790865778773578398e+01,1.618580191939481725e-09
6.800000000000000000e+01,1.954344615582743125e+14,1.954344615582743074e+02,1.533979501924272524e-06,1.533979501924272427e+03,-6.038398717319985565e+01,9.153797119139207276e-10
6.900000000000000000e+01,1.954696615582743125e+14,1.954696615582743107e+02,1.533703264281881987e-06,1.533703264281881957e+03,-5.771551683905666863e+01,1.692186851065050826e-09
7.000000000000000000e+01,1.955048615582743125e+14,1.955048615582743139e+02,1.533427126110828693e-06,1.533427126110828794e+03,-5.422881296787767269e+01,3.776754046649465080e-09
7.100000000000000000e+01,1.955400615582743125e+14,1.955400615582743171e+02,1.533151087357393812e-06,1.533151087357393862e+03,-5.890947988422994541e+01,1.285440596482148759e-09
7.200000000000000000e+01,1.955752615582743125e+14,1.955752615582743204e+02,1.532875147967897478e-06,1.532875147967897419e+03,-5.859769174170178729e+01,1.381118128482111816e-09
7.300000000000000000e+01,1.956104615582743125e+14,1.956104615582742952e+02,1.532599307888698154e-06,1.532599307888698149e+03,-6.276551799957482558e+01,5.289908986867575417e-10
7.400000000000000000e+01,1.956456615582743125e+14,1.956456615582742984e+02,1.532323567066192840e-06,1.532323567066192936e+03,-6.755287504474767957e+01,1.756760247461126344e-10
7.500000000000000000e+01,1.956808615582743125e+14,1.956808615582743016e+02,1.532047925446817292e-06,1.532047925446817317e+03,-5.642774779103265814e+01,2.276277580165028215e-09
7.600000000000000000e+01,1.957160615582743125e+14,1.957160615582743048e+02,1.531772382977045592e-06,1.531772382977045481e+03,-6.746937171773853947e+01,1.790864914954087787e-10
7.700000000000000000e+01,1.957512615582743125e+14,1.957512615582743081e+02,1.531496939603390785e-06,1.531496939603390729e+03,-6.112867847800953314e+01,7.711380842727898888e-10
7.800000000000000000e+01,1.957864615582743125e+14,1.957864615582743113e+02,1.531221595272404034e-06,1.531221595272404102e+03,-6.612671449248112765e+01,2.439655759188527716e-10
7.900000000000000000e+01,1.958216615582743125e+14,1.958216615582743145e+02,1.530946349930674829e-06,1.530946349930674842e+03,-7.567305175492633396e+01,2.708287869407097239e-11
8.000000000000000000e+01,1.958568615582743125e+14,1.958568615582743178e+02,1.530671203524831200e-06,1.530671203524831299e+03,-5.996606175221462109e+01,1.007845183789807823e-09
8.100000000000000000e+01,1.958920615582743125e+14,1.958920615582743210e+02,1.530396156001539719e-06,1.530396156001539794e+03,-6.891675268696548073e+01,1.283289767306421610e-10
8.200000000000000000e+01,1.959272615582743125e+14,1.959272615582742958e+02,1.530121207307505071e-06,1.530121207307505074e+03,-6.513196534845300789e+01,3.067633452895666138e-10
8.300000000000000000e+01,1.959624615582743125e+14,1.959624615582742990e+02,1.529846357389470061e-06,1.529846357389470086e+03,-7.029812049585886768e+01,9.336582743687960035e-11
8.400000000000000000e+01,1.959976615582743125e+14,1.959976615582743023e+02,1.529571606194216032e-06,1.529571606194215974e+03,-7.047346600213215595e+01,8.967128634055163285e-11
8.500000000000000000e+01,1.960328615582743125e+14,1.960328615582743055e+02,1.529296953668562656e-06,1.529296953668562765e+03,-6.484760026367285946e+01,3.275216201394754225e-10
8.600000000000000000e+01,1.960680615582743125e+14,1.960680615582743087e+02,1.529022399759367509e-06,1.529022399759367545e+03,-6.778910660874632299e+01,1.663754867744967201e-10
8.700000000000000000e+01,1.961032615582743125e+14,1.961032615582743119e+02,1.528747944413526495e-06,1.528747944413526511e+03,-7.083790228828084423e+01,8.245362830398508573e-11
8.800000000000000000e+01,1.961384615582743125e+14,1.961384615582743152e+02,1.528473587577973636e-06,1.528473587577973603e+03,-7.494169963114099176e+01,3.205014781973138846e-11
8.900000000000000000e+01,1.961736615582743125e+14,1.961736615582743184e+02,1.528199329199680646e-06,1.528199329199680733e+03,-7.020127169273285972e+01,9.547129878704053008e-11
9.000000000000000000e+01,1.962088615582743125e+14,1.962088615582743216e+02,1.527925169225657991e-06,1.527925169225658010e+03,-7.139733687932498185e+01,7.248803249245453427e-11
9.100000000000000000e+01,1.962440615582743125e+14,1.962440615582742964e+02,1.527651107602953829e-06,1.527651107602953743e+03,-6.879580023117541998e+01,1.319532152261598861e-10
9.200000000000000000e+01,1.962792615582743125e+14,1.962792615582742997e+02,1.527377144278654013e-06,1.527377144278653986e+03,-7.963643276852603492e+01,1.087318364356055848e-11
9.300000000000000000e+01,1.963144615582743125e+14,1.963144615582743029e+02,1.527103279199882510e-06,1.527103279199882536e+03,-7.935955691460586081e+01,1.158895585498433385e-11
9.400000000000000000e+01,1.963496615582743125e+14,1.963496615582743061e+02,1.526829512313801829e-06,1.526829512313801843e+03,-7.217061627593089668e+01,6.066502381267828662e-11
9.500000000000000000e+01,1.963848615582743125e+14,1.963848615582743093e+02,1.526555843567611324e-06,1.526555843567611419e+03,-7.955549893939465278e+01,1.107771291712969568e-11
9.600000000000000000e+01,1.964200615582743125e+14,1.964200615582743126e+02,1.526282272908548889e-06,1.526282272908548975e+03,-7.138354244569170248e+01,7.271864124105373586e-11
9.700000000000000000e+01,1.964552615582743125e+14,1.964552615582743158e+02,1.526008800283890112e-06,1.526008800283890196e+03,-1.028056929583646593e+02,5.241199659850692090e-14
9.800000000000000000e+01,1.964904615582743125e+14,1.964904615582743190e+02,1.525735425640948061e-06,1.525735425640948051e+03,-8.287543523599401851e+01,5.157704736203232057e-12
9.900000000000000000e+01,1.965256615582743125e+14,1.965256615582743223e+02,1.525462148927074132e-06,1.525462148927074168e+03,-7.566629500911821538e+01,2.712504698263617163e-11
1.000000000000000000e+02,1.965608615582743125e+14,1.965608615582742971e+02,1.525188970089656780e-06,1.525188970089656777e+03,-8.202488772958346885e+01,6.273519135859641894e-12
1.010000000000000000e+02,1.965960615582743125e+14,1.965960615582743003e+02,1.524915889076122575e-06,1.524915889076122539e+03,-7.530279446787055520e+01,2.949310881881789147e-11
1.020000000000000000e+02,1.966312615582743125e+14,1.966312615582743035e+02,1.524642905833935782e-06,1.524642905833935856e+03,-8.612552621449555090e+01,2.440323367455692130e-12
1.030000000000000000e+02,1.966664615582743125e+14,1.966664615582743068e+02,1.524370020310597721e-06,1.524370020310597738e+03,-8.578531520575836566e+01,2.639176767110409302e-12
1.040000000000000000e+02,1.967016615582743125e+14,1.967016615582743100e+02,1.524097232453648043e-06,1.524097232453648076e+03,-8.065968667022950456e+01,8.590754988572429541e-12
1.050000000000000000e+02,1.967368615582743125e+14,1.967368615582743132e+02,1.523824542210663243e-06,1.523824542210663139e+03,-8.112640542928514265e+01,7.715417949573253850e-12
1.060000000000000000e+02,1.967720615582743125e+14,1.967720615582743164e+02,1.523551949529257933e-06,1.523551949529257854e+03,-8.065443504814849973e+01,8.601149476398491056e-12
1.070000000000000000e+02,1.968072615582743125e+14,1.968072615582743197e+02,1.523279454357083994e-06,1.523279454357083978e+03,-8.441316081713924291e+01,3.619794520526050733e-12
1.080000000000000000e+02,1.968424615582743125e+14,1.968424615582742945e+02,1.523007056641830367e-06,1.523007056641830332e+03,-8.881068280506033830e+01,1.315018066595123500e-12
1.090000000000000000e+02,1.968776615582743125e+14,1.968776615582742977e+02,1.522734756331223894e-06,1.522734756331223934e+03,-8.777847134851880639e+01,1.667834161872628896e-12
1.100000000000000000e+02,1.969128615582743125e+14,1.969128615582743009e+02,1.522462553373028690e-06,1.522462553373028641e+03,-8.211056198419272789e+01,6.150972729624113653e-12
1.110000000000000000e+02,1.969480615582743125e+14,1.969480615582743042e+02,1.522190447715045925e-06,1.522190447715045821e+03,-8.787764241633333029e+01,1.630180742132658189e-12
1.120000000000000000e+02,1.969832615582743125e+14,1.969832615582743074e+02,1.521918439305114464e-06,1.521918439305114362e+03,-8.566387535630147454e+01,2.714016379532720049e-12
1.130000000000000000e+02,1.970184615582743125e+14,1.970184615582743106e+02,1.521646528091110439e-06,1.521646528091110440e+03,-9.225193422384434427e+01,5.953969116549619013e-13
1.140000000000000000e+02,1.970536615582743125e+14,1.970536615582743138e+02,1.521374714020946619e-06,1.521374714020946612e+03,-1.002831051890579914e+02,9.368918932432182527e-14
1.150000000000000000e+02,1.970888615582743125e+14,1.970888615582743171e+02,1.521102997042573889e-06,1.521102997042573861e+03,-8.465953421546204538e+01,3.420161220676721282e-12
1.160000000000000000e+02,1.971240615582743125e+14,1.971240615582743203e+02,1.520831377103979765e-06,1.520831377103979776e+03,-9.551506815027265418e+01,2.808621299030608183e-13
1.170000000000000000e+02,1.971592615582743125e+14,1.971592615582742951e+02,1.520559854153188825e-06,1.520559854153188780e+03,-8.858714870136859076e+01,1.384475038044066675e-12
1.180000000000000000e+02,1.971944615582743125e+14,1.971944615582742983e+02,1.520288428138263125e-06,1.520288428138263043e+03,-9.598863703594045660e+01,2.518467184560801771e-13
1.190000000000000000e+02,1.972296615582743125e+14,1.972296615582743016e+02,1.520017099007301358e-06,1.520017099007301340e+03,-1.025726981731621521e+02,5.530064321076970523e-14
1.200000000000000000e+02,1.972648615582743125e+14,1.972648615582743048e+02,1.519745866708439907e-06,1.519745866708439962e+03,-8.853246306706581947e+01,1.402018335345290397e-12
1.210000000000000000e+02,1.973000615582743125e+14,1.973000615582743080e+02,1.519474731189851367e-06,1.519474731189851354e+03,-9.535424386939114072e+01,2.914577534597826904e-13
1.220000000000000000e+02,1.973352615582743125e+14,1.973352615582743113e+02,1.519203692399746026e-06,1.519203692399745933e+03,-9.297489742670077817e+01,5.040925248083445839e-13
1.230000000000000000e+02,1.973704615582743125e+14,1.973704615582743145e+02,1.518932750286370596e-06,1.518932750286370492e+03,-9.964335489378896682e+01,1.085586691674867443e-13
1.240000000000000000e+02,1.974056615582743125e+14,1.974056615582743177e+02,1.518661904798009055e-06,1.518661904798009118e+03,-9.815308055733066794e+01,1.530001808860068131e-13
1.250000000000000000e+02,1.974408615582743125e+14,1.974408615582743209e+02,1.518391155882982230e-06,1.518391155882982275e+03,-9.381697033491482784e+01,4.152436181262699971e-13
1.260000000000000000e+02,1.974760615582743125e+14,1.974760615582742957e+02,1.518120503489647369e-06,1.518120503489647263e+03,-9.492915149341945380e+01,3.214288471672462985e-13
1.270000000000000000e+02,1.975112615582743125e+14,1.975112615582742990e+02,1.517849947566398990e-06,1.517849947566398896e+03,-9.920379283270712278e+01,1.201214916963377573e-13
1.280000000000000000e+02,1.975464615582743125e+14,1.975464615582743022e+02,1.517579488061668455e-06,1.517579488061668371e+03,-1.029217621869288024e+02,5.102979002334208303e-14
1.290000000000000000e+02,1.975816615582743125e+14,1.975816615582743054e+02,1.517309124923923340e-06,1.517309124923923264e+03,-9.850302146605363873e+01,1.411555158218443103e-13
1.300000000000000000e+02,1.976168615582743125e+14,1.976168615582743087e+02,1.517038858101668700e-06,1.517038858101668666e+03,-1.009559175065962080e+02,8.024320182060945664e-14
1.310000000000000000e+02,1.976520615582743125e+14,1.976520615582743119e+02,1.516768687543445378e-06,1.516768687543445367e+03,-9.641831555860277092e+01,2.281226690097474523e-13
1.320000000000000000e+02,1.976872615582743125e+14,1.976872615582743151e+02,1.516498613197831697e-06,1.516498613197831673e+03,-1.091204396158779986e+02,1.224492243400732401e-14
1.330000000000000000e+02,1.977224615582743125e+14,1.977224615582743183e+02,1.516228635013441980e-06,1.516228635013442045e+03,-1.059915816460304683e+02,2.516760188343082020e-14
1.340000000000000000e+02,1.977576615582743125e+14,1.977576615582743216e+02,1.515958752938927396e-06,1.515958752938927319e+03,-1.008805969647093406e+02,8.164701347594952030e-14
1.350000000000000000e+02,1.977928615582743125e+14,1.977928615582742964e+02,1.515688966922975959e-06,1.515688966922975851e+03,-1.090597850268182469e+02,1.241713770163240415e-14
1.360000000000000000e+02,1.978280615582743125e+14,1.978280615582742996e+02,1.515419276914311683e-06,1.515419276914311695e+03,-9.936191858777024777e+01,1.158265554796249744e-13
1.370000000000000000e+02,1.978632615582743125e+14,1.978632615582743028e+02,1.515149682861695428e-06,1.515149682861695510e+03,-1.184635430738238142e+02,1.424445024574879123e-15
1.380000000000000000e+02,1.978984615582743125e+14,1.978984615582743061e+02,1.514880184713924051e-06,1.514880184713924109e+03,-1.092888398629769284e+02,1.177920591098745891e-14
1.390000000000000000e+02,1.979336615582743125e+14,1.979336615582743093e+02,1.514610782419831681e-06,1.514610782419831594e+03,-1.047507272347829996e+02,3.349093532220813517e-14
1.400000000000000000e+02,1.979688615582743125e+14,1.979688615582743125e+02,1.514341475928287809e-06,1.514341475928287764e+03,-1.093618292056995642e+02,1.158289393284502926e-14
1.410000000000000000e+02,1.980040615582743125e+14,1.980040615582743158e+02,1.514072265188198983e-06,1.514072265188199026e+03,-1.036160082728243594e+02,4.349097787771571137e-14
1.420000000000000000e+02,1.980392615582743125e+14,1.980392615582743190e+02,1.513803150148508177e-06,1.513803150148508166e+03,-1.117466760929893468e+02,6.688556356467640047e-15
1.430000000000000000e+02,1.980744615582743125e+14,1.980744615582743222e+02,1.513534130758193935e-06,1.513534130758193896e+03,-1.131370313626532038e+02,4.856203344628856419e-15
1.440000000000000000e+02,1.981096615582743125e+14,1.981096615582742970e+02,1.513265206966271652e-06,1.513265206966271762e+03,-1.102166745289504206e+02,9.513329676163176558e-15
1.450000000000000000e+02,1.981448615582743125e+14,1.981448615582743003e+02,1.512996378721792719e-06,1.512996378721792780e+03,-1.087596475483646543e+02,1.330562395372019183e-14
1.460000000000000000e+02,1.981800615582743125e+14,1.981800615582743035e+02,1.512727645973844951e-06,1.512727645973845028e+03,-1.093572661601610463e+02,1.159507024416230313e-14
1.470000000000000000e+02,1.982152615582743125e+14,1.982152615582743067e+02,1.512459008671552159e-06,1.512459008671552056e+03,-1.111759374417080579e+02,7.627922216908774293e-15
1.480000000000000000e+02,1.982504615582743125e+14,1.982504615582743099e+02,1.512190466764074368e-06,1.512190466764074472e+03,-1.176108581108743323e+02,1.733461453892479426e-15
1.490000000000000000e+02,1.982856615582743125e+14,1.982856615582743132e+02,1.511922020200607389e-06,1.511922020200607449e+03,-1.182627685928302839e+02,1.491843068267209276e-15
1.500000000000000000e+02,1.983208615582743125e+14,1.983208615582743164e+02,1.511653668930383456e-06,1.511653668930383446e+03,-1.101498249190776590e+02,9.660898250264993346e-15
1.510000000000000000e+02,1.983560615582743125e+14,1.983560615582743196e+02,1.511385412902670799e-06,1.511385412902670851e+03,-1.169722147958437830e+02,2.008068485530575011e-15
1.520000000000000000e+02,1.983912615582743125e+14,1.983912615582742944e+02,1.511117252066773439e-06,1.511117252066773517e+03,-1.129396898237229436e+02,5.081957369735404938e-15
1.530000000000000000e+02,1.984264615582743125e+14,1.984264615582742977e+02,1.510849186372031817e-06,1.510849186372031909e+03,-1.222898096503407430e+02,5.902269490330057089e-16
1.540000000000000000e+02,1.984616615582743125e+14,1.984616615582743009e+02,1.510581215767821739e-06,1.510581215767821732e+03,-1.370994542723053087e+02,1.950089629594066593e-17
1.550000000000000000e+02,1.984968615582743125e+14,1.984968615582743041e+02,1.510313340203555433e-06,1.510313340203555526e+03,-1.130393802521540181e+02,4.966631913311606188e-15
1.560000000000000000e+02,1.985320615582743125e+14,1.985320615582743073e+02,1.510045559628680701e-06,1.510045559628680621e+03,-1.229727205918556763e+02,5.043452568309342960e-16
1.570000000000000000e+02,1.985672615582743125e+14,1.985672615582743106e+02,1.509777873992680922e-06,1.509777873992680952e+03,-1.162403212834779822e+02,2.376664458632574144e-15
1.580000000000000000e+02,1.986024615582743125e+14,1.986024615582743138e+02,1.509510283245076109e-06,1.509510283245076153e+03,-1.259366186931970333e+02,2.548813922210300476e-16
1.590000000000000000e+02,1.986376615582743125e+14,1.986376615582743170e+02,1.509242787335421426e-06,1.509242787335421326e+03,-1.288281831635272283e+02,1.309729723435175262e-16
1.600000000000000000e+02,1.986728615582743125e+14,1.986728615582743203e+02,1.508975386213307826e-06,1.508975386213307729e+03,-1.172611592299670349e+02,1.878815251682187599e-15
1.610000000000000000e+02,1.987080615582743125e+14,1.987080615582742951e+02,1.508708079828362046e-06,1.508708079828362088e+03,-1.221248334273130070e+02,6.130793062199323906e-16
1.620000000000000000e+02,1.987432615582743125e+14,1.987432615582742983e+02,1.508440868130246825e-06,1.508440868130246827e+03,-1.210125254937045014e+02,7.920406119180634594e-16
1.630000000000000000e+02,1.987784615582743125e+14,1.987784615582743015e+02,1.508173751068660053e-06,1.508173751068660067e+03,-1.280839322788150412e+02,1.554557434675199469e-16
1.640000000000000000e+02,1.988136615582743125e+14,1.988136615582743048e+02,1.507906728593335406e-06,1.507906728593335401e+03,-1.260472297332650413e+02,2.484717545290589163e-16
1.650000000000000000e+02,1.988488615582743125e+14,1.988488615582743080e+02,1.507639800654042560e-06,1.507639800654042574e+03,-1.230032965899813462e+02,5.008069428404272093e-16
1.660000000000000000e+02,1.988840615582743125e+14,1.988840615582743112e+02,1.507372967200586342e-06,1.507372967200586345e+03,-1.222965359201677558e+02,5.893135243591259114e-16
1.670000000000000000e+02,1.989192615582743125e+14,1.989192615582743144e+02,1.507106228182806732e-06,1.507106228182806717e+03,-1.277759753266488190e+02,1.668792992167087139e-16
1.680000000000000000e+02,1.989544615582743125e+14,1.989544615582743177e+02,1.506839583550580344e-06,1.506839583550580301e+03,-1.300113424491900957e+02,9.973917120671201800e-17
1.690000000000000000e+02,1.989896615582743125e+14,1.989896615582743209e+02,1.506573033253818095e-06,1.506573033253818039e+03,-1.270073554124380024e+02,1.991885906353172857e-16
1.700000000000000000e+02,1.990248615582743125e+14,1.990248615582742957e+02,1.506306577242466904e-06,1.506306577242466801e+03,-1.308648065894678609e+02,8.194441158367721830e-17
1.710000000000000000e+02,1.990600615582743125e+14,1.990600615582742989e+02,1.506040215466509051e-06,1.506040215466509153e+03,-1.242062316813268694e+02,3.796442546529622054e-16
1.720000000000000000e+02,1.990952615582743125e+14,1.990952615582743022e+02,1.505773947875962180e-06,1.505773947875962222e+03,-1.384753812936389181e+02,1.420567487092933325e-17
1.730000000000000000e+02,1.991304615582743125e+14,1.991304615582743054e+02,1.505507774420879301e-06,1.505507774420879286e+03,-1.326149044197389912e+02,5.476581537821497510e-17
1.740000000000000000e+02,1.991656615582743125e+14,1.991656615582743086e+02,1.505241695051348360e-06,1.505241695051348415e+03,-1.297914436182712734e+02,1.049193613068111651e-16
1.750000000000000000e+02,1.992008615582743125e+14,1.992008615582743118e+02,1.504975709717493306e-06,1.504975709717493373e+03,-1.381306990473195810e+02,1.537907076405386836e-17
1.760000000000000000e+02,1.992360615582743125e+14,1.992360615582743151e+02,1.504709818369472602e-06,1.504709818369472714e+03,-1.274877815194352735e+02,1.783289481936659762e-16
1.770000000000000000e+02,1.992712615582743125e+14,1.992712615582743183e+02,1.504444020957480499e-06,1.504444020957480461e+03,-1.414044496400918831e+02,7.236941066428216145e-18
1.780000000000000000e+02,1.993064615582743125e+14,1.993064615582743215e+02,1.504178317431745977e-06,1.504178317431745882e+03,-1.361814312911124034e+02,2.409111334346414116e-17
1.790000000000000000e+02,1.993416615582743125e+14,1.993416615582742963e+02,1.503912707742533378e-06,1.503912707742533485e+03,-1.340453867268062140e+02,3.939683443292454610e-17
1.800000000000000000e+02,1.993768615582743125e+14,1.993768615582742996e+02,1.503647191840142409e-06,1.503647191840142341e+03,-1.367494236875557476e+02,2.113769520226244364e-17
1.810000000000000000e+02,1.994120615582743125e+14,1.994120615582743028e+02,1.503381769674907294e-06,1.503381769674907218e+03,-1.320834752195721649e+02,6.189455972902319588e-17
1.820000000000000000e+02,1.994472615582743125e+14,1.994472615582743060e+02,1.503116441197198041e-06,1.503116441197198128e+03,-1.379071336355907533e+02,1.619148330728694776e-17
1.830000000000000000e+02,1.994824615582743125e+14,1.994824615582743093e+02,1.502851206357418967e-06,1.502851206357418960e+03,-1.408780585962302894e+02,8.169474854806134649e-18
1.840000000000000000e+02,1.995176615582743125e+14,1.995176615582743125e+02,1.502586065106009750e-06,1.502586065106009755e+03,-1.400086038252548519e+02,9.980208571137716856e-18
1.850000000000000000e+02,1.995528615582743125e+14,1.995528615582743157e+02,1.502321017393445221e-06,1.502321017393445118e+03,-1.365662977018652953e+02,2.204805226945917053e-17
1.860000000000000000e+02,1.995880615582743125e+14,1.995880615582743189e+02,1.502056063170234939e-06,1.502056063170234893e+03,-1.382405955964453881e+02,1.499479181102072247e-17
1.870000000000000000e+02,1.996232615582743125e+14,1.996232615582743222e+02,1.501791202386922979e-06,1.501791202386923032e+03,-1.381925656480602527e+02,1.516154415971708128e-17
1.880000000000000000e+02,1.996584615582743125e+14,1.996584615582742970e+02,1.501526434994088992e-06,1.501526434994088959e+03,-1.468593233684226220e+02,2.060950984788852085e-18
1.890000000000000000e+02,1.996936615582743125e+14,1.996936615582743002e+02,1.501261760942347146e-06,1.501261760942347109e+03,-1.490517848537624559e+02,1.244003249022221775e-18
1.900000000000000000e+02,1.997288615582743125e+14,1.997288615582743034e+02,1.500997180182346548e-06,1.500997180182346483e+03,-1.383435123851073172e+02,1.464363048695994374e-17
1.910000000000000000e+02,1.997640615582743125e+14,1.997640615582743067e+02,1.500732692664770611e-06,1.500732692664770639e+03,-1.461174496865796186e+02,2.444865833135785281e-18
1.920000000000000000e+02,1.997992615582743125e+14,1.997992615582743099e+02,1.500468298340338111e-06,1.500468298340338151e+03,-1.404112620985414708e+02,9.096488821298183652e-18
1.930000000000000000e+02,1.998344615582743125e+14,1.998344615582743131e+02,1.500203997159802341e-06,1.500203997159802384e+03,-1.531180314320401408e+02,4.877495268772029785e-19
1.940000000000000000e+02,1.998696615582743125e+14,1.998696615582743163e+02,1.499939789073951322e-06,1.499939789073951260e+03,-1.647400559478920457e+02,3.357332891383108827e-20
1.950000000000000000e+02,1.999048615582743125e+14,1.999048615582743196e+02,1.499675674033607379e-06,1.499675674033607265e+03,-1.415721797374052642e+02,6.962769628415914896e-18
1.960000000000000000e+02,1.999400615582743125e+14,1.999400615582742944e+02,1.499411651989627990e-06,1.499411651989627899e+03,-1.500741473687722873e+02,9.830718562232051815e-19
1.970000000000000000e+02,1.999752615582743125e+14,1.999752615582742976e+02,1.499147722892904939e-06,1.499147722892904994e+03,-1.440737812992606734e+02,3.914009451697540751e-18
1.980000000000000000e+02,2.000104615582743125e+14,2.000104615582743008e+02,1.498883886694364523e-06,1.498883886694364492e+03,-1.552175081197667623e+02,3.007801613876538893e-19
1.990000000000000000e+02,2.000456615582743125e+14,2.000456615582743041e+02,1.498620143344967983e-06,1.498620143344968028e+03,-1.553895148112317202e+02,2.891002843816105016e-19
2.000000000000000000e+02,2.000808615582743125e+14,2.000808615582743073e+02,1.498356492795710438e-06,1.498356492795710437e+03,-1.461680187410150324e+02,2.416563023272634180e-18
2.010000000000000000e+02,2.001160615582743125e+14,2.001160615582743105e+02,1.498092934997622162e-06,1.498092934997622251e+03,-1.491702480056529794e+02,1.210529003819217041e-18
2.020000000000000000e+02,2.001512615582743125e+14,2.001512615582743138e+02,1.497829469901767309e-06,1.497829469901767197e+03,-1.492343943507450206e+02,1.192780594542681285e-18
2.030000000000000000e+02,2.001864615582743125e+14,2.001864615582743170e+02,1.497566097459244759e-06,1.497566097459244702e+03,-1.554161918887143656e+02,2.873298930003457700e-19
2.040000000000000000e+02,2.002216615582743125e+14,2.002216615582743202e+02,1.497302817621187913e-06,1.497302817621187842e+03,-1.541761681709049583e+02,3.822814132795254247e-19
2.050000000000000000e+02,2.002568615582743125e+14,2.002568615582742950e+02,1.497039630338763837e-06,1.497039630338763800e+03,-1.524517022204302350e+02,5.686300122067640184e-19
2.060000000000000000e+02,2.002920615582743125e+14,2.002920615582742982e+02,1.496776535563174965e-06,1.496776535563175003e+03,-1.498582542102478783e+02,1.033176641686960069e-18
2.070000000000000000e+02,2.003272615582743125e+14,2.003272615582743015e+02,1.496513533245657186e-06,1.496513533245657300e+03,-1.565358130632685913e+02,2.220335964925722181e-19
2.080000000000000000e+02,2.003624615582743125e+14,2.003624615582743047e+02,1.496250623337480906e-06,1.496250623337480874e+03,-1.567837438682141169e+02,2.097131256407774281e-19
2.090000000000000000e+02,2.003976615582743125e+14,2.003976615582743079e+02,1.495987805789951049e-06,1.495987805789951153e+03,-1.557357846702094548e+02,2.669448415644044968e-19
2.100000000000000000e+02,2.004328615582743125e+14,2.004328615582743112e+02,1.495725080554406206e-06,1.495725080554406304e+03,-1.612348243571377679e+02,7.525191638890910386e-20
2.110000000000000000e+02,2.004680615582743125e+14,2.004680615582743144e+02,1.495462447582219698e-06,1.495462447582219738e+03,-1.521487394047003079e+02,6.097138488033228296e-19
2.120000000000000000e+02,2.005032615582743125e+14,2.005032615582743176e+02,1.495199906824798728e-06,1.495199906824798745e+03,-1.669091492644814423e+02,2.037441151115107307e-20
2.130000000000000000e+02,2.005384615582743125e+14,2.005384615582743209e+02,1.494937458233584590e-06,1.494937458233584493e+03,-1.594782479755536428e+02,1.127652280260566605e-19
2.140000000000000000e+02,2.005736615582743125e+14,2.005736615582742957e+02,1.494675101760052462e-06,1.494675101760052485e+03,-1.589290385483002694e+02,1.279664568059789809e-19
